ts,cmd_get,cmd_set,get_hits,get_misses,rcount,ravg,rp99,wcount,wavg,wp99,badcrc,err5,cpu_total,cpu_idle,re2ec,re2ea,re2ep99,we2ec,we2ea,we2ep99,radmit,wadmit,wret,waitenq,yields
1785577560.452166982,0,0,0,0,0,0,0,0,0,0,0,0,422262837,380944731,0,0,0,0,0,0,0,0,0,0,0
1785577561.473112417,0,0,0,0,0,0,0,0,0,0,0,0,422265898,380947754,0,0,0,0,0,0,0,0,0,0,0
1785577562.495003351,0,0,0,0,0,0,0,0,0,0,0,0,422268962,380950777,0,0,0,0,0,0,0,0,0,0,0
1785577563.518370144,0,0,0,0,0,0,0,0,0,0,0,0,422272032,380953791,0,0,0,0,0,0,0,0,0,0,0
1785577564.540537411,0,0,0,0,0,0,0,0,0,0,0,0,422275098,380956841,0,0,0,0,0,0,0,0,0,0,0
1785577565.562885363,0,0,0,0,0,0,0,0,0,0,0,0,422278163,380959882,0,0,0,0,0,0,0,0,0,0,0
1785577566.585801727,0,0,0,0,0,0,0,0,0,0,0,0,422281231,380962877,0,0,0,0,0,0,0,0,0,0,0
1785577567.608932495,0,0,0,0,0,0,0,0,0,0,0,0,422284299,380965931,0,0,0,0,0,0,0,0,0,0,0
1785577568.629809216,0,0,0,0,0,0,0,0,0,0,0,0,422287362,380968929,0,0,0,0,0,0,0,0,0,0,0
1785577569.647827225,0,0,0,0,0,0,0,0,0,0,0,0,422290414,380971948,0,0,0,0,0,0,0,0,0,0,0
1785577570.669159462,0,0,0,0,0,0,0,0,0,0,0,0,422293478,380974997,0,0,0,0,0,0,0,0,0,0,0
1785577571.690541723,0,0,0,0,0,0,0,0,0,0,0,0,422296544,380978005,0,0,0,0,0,0,0,0,0,0,0
1785577572.712721163,0,0,0,0,0,0,0,0,0,0,0,0,422299605,380981007,0,0,0,0,0,0,0,0,0,0,0
1785577573.735360341,0,0,0,0,0,0,0,0,0,0,0,0,422302674,380984061,0,0,0,0,0,0,0,0,0,0,0
1785577574.752013572,0,0,0,0,0,0,0,0,0,0,0,0,422305720,380987027,0,0,0,0,0,0,0,0,0,0,0
1785577575.774385672,0,0,0,0,0,0,0,0,0,0,0,0,422308787,380990078,0,0,0,0,0,0,0,0,0,0,0
1785577576.796442435,0,0,0,0,0,0,0,0,0,0,0,0,422311852,380993127,0,0,0,0,0,0,0,0,0,0,0
1785577577.818895596,0,0,0,0,0,0,0,0,0,0,0,0,422314918,380996128,0,0,0,0,0,0,0,0,0,0,0
1785577578.841346957,0,0,0,0,0,0,0,0,0,0,0,0,422317984,380999161,0,0,0,0,0,0,0,0,0,0,0
1785577579.863510628,0,0,0,0,0,0,0,0,0,0,0,0,422321052,381002208,0,0,0,0,0,0,0,0,0,0,0
1785577580.886271233,0,0,0,0,0,0,0,0,0,0,0,0,422324118,381005196,0,0,0,0,0,0,0,0,0,0,0
1785577581.905950966,0,0,0,0,0,0,0,0,0,0,0,0,422327175,381008232,0,0,0,0,0,0,0,0,0,0,0
1785577582.925260456,0,0,0,0,0,0,0,0,0,0,0,0,422330234,381011260,0,0,0,0,0,0,0,0,0,0,0
1785577583.946833514,0,0,0,0,0,0,0,0,0,0,0,0,422333293,381014240,0,0,0,0,0,0,0,0,0,0,0
1785577584.969378977,0,0,0,0,0,0,0,0,0,0,0,0,422336361,381017291,0,0,0,0,0,0,0,0,0,0,0
1785577585.991070582,0,0,0,0,0,0,0,0,0,0,0,0,422339425,381020313,0,0,0,0,0,0,0,0,0,0,0
1785577587.013034228,0,0,0,0,0,0,0,0,0,0,0,0,422342489,381023326,0,0,0,0,0,0,0,0,0,0,0
1785577588.036344014,0,0,0,0,0,0,0,0,0,0,0,0,422345558,381026380,0,0,0,0,0,0,0,0,0,0,0
1785577589.058831146,0,0,0,0,0,0,0,0,0,0,0,0,422348627,381029427,0,0,0,0,0,0,0,0,0,0,0
1785577590.080933190,0,0,0,0,0,0,0,0,0,0,0,0,422351691,381032413,0,0,0,0,0,0,0,0,0,0,0
1785577591.103502865,0,0,0,0,0,0,0,0,0,0,0,0,422354757,381035463,0,0,0,0,0,0,0,0,0,0,0
1785577592.125247733,0,0,0,0,0,0,0,0,0,0,0,0,422357820,381038451,0,0,0,0,0,0,0,0,0,0,0
1785577593.146441052,0,0,0,0,0,0,0,0,0,0,0,0,422360880,381041439,0,0,0,0,0,0,0,0,0,0,0
1785577594.168996658,0,0,0,0,0,0,0,0,0,0,0,0,422363946,381044490,0,0,0,0,0,0,0,0,0,0,0
1785577595.190339912,0,0,0,0,0,0,0,0,0,0,0,0,422367010,381047512,0,0,0,0,0,0,0,0,0,0,0
1785577596.212321446,0,0,0,0,0,0,0,0,0,0,0,0,422370071,381050518,0,0,0,0,0,0,0,0,0,0,0
1785577597.234993920,0,0,0,0,0,0,0,0,0,0,0,0,422373139,381053570,0,0,0,0,0,0,0,0,0,0,0
1785577598.256206285,0,0,0,0,0,0,0,0,0,0,0,0,422376202,381056574,0,0,0,0,0,0,0,0,0,0,0
1785577599.278914209,0,0,0,0,0,0,0,0,0,0,0,0,422379269,381059605,0,0,0,0,0,0,0,0,0,0,0
1785577600.300115732,0,0,0,0,0,0,0,0,0,0,0,0,422382334,381062655,0,0,0,0,0,0,0,0,0,0,0
1785577601.319249920,0,0,0,0,0,0,0,0,0,0,0,0,422385389,381065648,0,0,0,0,0,0,0,0,0,0,0
1785577602.339392833,0,0,0,0,0,0,0,0,0,0,0,0,422388447,381068671,0,0,0,0,0,0,0,0,0,0,0
1785577603.361152856,0,0,0,0,0,0,0,0,0,0,0,0,422391510,381071700,0,0,0,0,0,0,0,0,0,0,0
1785577604.382213205,0,0,0,0,0,0,0,0,0,0,0,0,422394571,381074684,0,0,0,0,0,0,0,0,0,0,0
1785577605.405031675,0,0,0,0,0,0,0,0,0,0,0,0,422397639,381077729,0,0,0,0,0,0,0,0,0,0,0
1785577606.425527528,0,0,0,0,0,0,0,0,0,0,0,0,422400699,381080774,0,0,0,0,0,0,0,0,0,0,0
1785577607.446359226,0,0,0,0,0,0,0,0,0,0,0,0,422403759,381083757,0,0,0,0,0,0,0,0,0,0,0
1785577608.468583957,0,0,0,0,0,0,0,0,0,0,0,0,422406825,381086808,0,0,0,0,0,0,0,0,0,0,0
1785577609.490873965,0,0,0,0,0,0,0,0,0,0,0,0,422409891,381089856,0,0,0,0,0,0,0,0,0,0,0
