label	seq	secs	Mops	get_s	set_s	busy	Gv3_avg	Gv3_p50	Gv3_p99	Gadmit	Gv2	Gxfer	Gcrypto	Gsync	Sv3_avg	Sv3_p50	Sv3_p99	Sadmit	Sv2	Sret	Sxfer	Scrypto	srv	srv_p50	srv_p99	que	bk	err5	badcrc	hit_pct
SLOTAB-256	1	176.5	8.724	8723916	0	30.0	40.56	0.0	100.4	4.49	36.07	23.06	0.45	10.64	0.00	0.0	0.0	0.00	0.00	0.00	0.00	0.00	788.92	731.4	1609.9	181.55	606.79	0	0	100.00
SF-OP	1	176.4	6.337	6337399	0	30.0	61.38	0.0	133.6	4.51	56.87	33.18	0.44	21.35	0.00	0.0	0.0	0.00	0.00	0.00	0.00	0.00	1071.13	929.8	2720.3	261.52	809.03	0	0	100.00
SF-OP	2	177.5	5.698	5128172	569797	30.0	56.38	0.0	155.0	17.73	38.64	14.17	0.51	21.81	31.76	0.0	70.0	0.47	30.93	0.36	26.77	0.77	1193.81	1051.8	2898.3	303.03	890.09	0	17	100.00
SF-OP	3	177.8	3.569	0	3569304	29.9	0.00	0.0	0.0	0.00	0.00	0.00	0.00	0.00	14.61	0.0	40.5	0.58	13.92	0.10	8.70	0.82	3678.86	3276.7	18446744073709552.0	717.14	2960.68	0	0	0.00
