ts,cmd_get,cmd_set,get_hits,get_misses,rcount,ravg,rp99,wcount,wavg,wp99,badcrc,err5,cpu_total,cpu_idle,re2ec,re2ea,re2ep99,we2ec,we2ea,we2ep99,radmit,wadmit,wret,waitenq,yields,srvc,srva,srvp50,srvp99,quec,quea,bkc,bka,rxfer,rcrypto,rsync,wxfer,wcrypto,wsync,rp50,wp50
1785996537.486615623,0,18019352,0,0,0,0,0,0,0,0,0,0,786221514,745087044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1785996538.509457753,0,18019352,0,0,0,0,0,0,0,0,0,0,786224582,745090017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1785996539.534054195,0,18019352,0,0,0,0,0,0,0,0,0,0,786227653,745093036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1785996540.561355591,0,18019352,0,0,0,0,0,0,0,0,0,0,786230734,745096111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1785996541.588366729,0,18019352,0,0,0,0,0,0,0,0,0,0,786233818,745099187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1785996542.611175234,0,18019352,0,0,0,0,0,0,0,0,0,0,786236891,745102256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1785996543.634177989,0,18019352,0,0,0,0,0,0,0,0,0,0,786239952,745105314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1785996544.660271130,0,18019352,0,0,0,0,0,0,0,0,0,0,786243030,745108249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1785996545.688305533,0,18019352,0,0,0,0,0,0,0,0,0,0,786246114,745111315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1785996546.716020125,0,18019352,0,0,0,0,0,0,0,0,0,0,786249196,745114391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1785996547.739932400,0,18019352,0,0,0,0,0,0,0,0,0,0,786252268,745117459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1785996548.766756331,0,18019352,0,0,0,0,0,0,0,0,0,0,786255345,745120531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
