ts,cmd_get,cmd_set,get_hits,get_misses,rcount,ravg,rp99,wcount,wavg,wp99,badcrc,err5,cpu_total,cpu_idle,re2ec,re2ea,re2ep99,we2ec,we2ea,we2ep99,radmit,wadmit,wret
1785576048.493936788,81754459,1000064,81754459,0,81757658,24910,63400,1000064,30800,507800,0,0,417732161,377275645,81773514,247328,599300,1000064,284354,1512000,222454,22330,231222
1785576049.516317626,93861519,1000064,93861519,0,93862357,24909,63400,1000064,30800,507800,0,0,417735225,377275662,93876602,247049,599800,1000064,284354,1512000,222170,22330,231222
1785576050.541303425,106267174,1000064,106267174,0,106269953,24869,63300,1000064,30800,507800,0,0,417738300,377275667,106284757,246007,596000,1000064,284354,1512000,221166,22330,231222
1785576051.563690457,118444890,1000064,118444890,0,118446859,24880,63200,1000064,30800,507800,0,0,417741363,377275709,118461945,245716,595700,1000064,284354,1512000,220859,22330,231222
1785576052.588033345,130632846,1000064,130632846,0,130634676,24877,63200,1000064,30800,507800,0,0,417744438,377275724,130648629,245305,594400,1000064,284354,1512000,220449,22330,231222
1785576053.609236822,142961615,1000064,142961615,0,142962870,24865,63200,1000064,30800,507800,0,0,417747499,377275728,142977608,244845,592200,1000064,284354,1512000,219999,22330,231222
1785576054.635618002,155397437,1000064,155397437,0,155399969,24842,63100,1000064,30800,507800,0,0,417750575,377275740,155416418,244382,590400,1000064,284354,1512000,219566,22330,231222
1785576055.660387986,167459610,1000064,167459610,0,167461642,24872,63200,1000064,30800,507800,0,0,417753649,377275756,167474843,244575,591700,1000064,284354,1512000,219721,22330,231222
1785576056.680814323,179836831,1000064,179836831,0,179839060,24853,63100,1000064,30800,507800,0,0,417756707,377275766,179852896,244191,589900,1000064,284354,1512000,219353,22330,231222
1785576057.704771180,191988487,1000064,191988487,0,191991138,24866,63100,1000064,30800,507800,0,0,417759776,377275774,192005115,244192,590100,1000064,284354,1512000,219340,22330,231222
1785576058.726472703,204270776,1000064,204270776,0,204273200,24862,63100,1000064,30800,507800,0,0,417762842,377275775,204287745,244029,590000,1000064,284354,1512000,219180,22330,231222
